numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/0874/2025,CVM/SRE/AUT/DEB/PRI/2025/288,Debêntures,"120.000.000,0000","120.000.000,0000",01/04/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,2ª Emissão de Debêntures Simples - 2a Série,"75.000,0000","1.000,0000","75.000.000,0000",,30/12/2024,30/12/2028,Garantia Real,NA,,"Semestralmente, observado o prazo de carência de 12 meses, em 7 parcelas, devidas sempre no dia 30 dos meses de dezembro e junho, a começar em 30 de dezembro de 2025 até 30 de dezembro de 2028",Não,Não,Sim
SRE/0918/2025,CVM/SRE/AUT/DEB/PRI/2025/286,Debêntures,"300.000.000,0000","0,0000",31/03/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,DEBÊNTURES,,,,,,,,,,,,,
SRE/0900/2025,CVM/SRE/AUT/DEB/PRI/2025/285,Debêntures,"166.000.000,0000","0,0000",28/03/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,,,,,,,,,,,,,
SRE/0410/2025,CVM/SRE/AUT/DEB/PRI/2025/283,Debêntures,"80.000.000,0000","80.000.000,0000",28/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"40.000,0000","1.000,0000","40.000.000,0000",,14/02/2025,15/02/2030,Garantia Real,N/A,"CDI + 4,50% a.a., base 252.","Mensal,  após 12 meses de carência.",Não,Não,Sim
SRE/0410/2025,CVM/SRE/AUT/DEB/PRI/2025/284,Debêntures,"80.000.000,0000","80.000.000,0000",28/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª série,"40.000,0000","1.000,0000","40.000.000,0000",,14/02/2025,15/02/2030,Garantia Real,N/A,"CDI+4,50% a.a., base 252.","Mensal, após 12 meses de carência",Não,Não,Sim
SRE/0850/2025,CVM/SRE/AUT/DEB/PRI/2025/282,Debêntures,"140.000.000,0000","140.000.000,0000",28/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"140.000,0000","1.000,0000","140.000.000,0000","IPCA + 8,7000% a.a.",26/03/2025,15/04/2032,Quirografária,Não Aplicável,"IPCA + 8,7000%","9 parcelas, semestrais, após carência de 36 meses",Sim,Não,Sim
SRE/0894/2025,CVM/SRE/AUT/DEB/PRI/2025/279,Debêntures,"88.000.000,0000","0,0000",28/03/2025,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures - 1ª Série,,,,,,,,,,,,,
SRE/0894/2025,CVM/SRE/AUT/DEB/PRI/2025/280,Debêntures,"88.000.000,0000","0,0000",28/03/2025,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures - 2ª Série,,,,,,,,,,,,,
SRE/0894/2025,CVM/SRE/AUT/DEB/PRI/2025/281,Debêntures,"88.000.000,0000","0,0000",28/03/2025,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures - 5ª Série,,,,,,,,,,,,,
SRE/0814/2025,CVM/SRE/AUT/DEB/PRI/2025/278,Debêntures,"350.000.000,0000","350.000.000,0000",28/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"350.000,0000","1.000,0000","350.000.000,0000","Sobre o Valor Nominal Unitário Atualizado das Debêntures, incidirão juros remuneratórios correspondentes a 5,3200%",31/03/2025,31/03/2026,Quirografária,,"Juros remuneratórios correspondentes a 5,3200% (cinco inteiros e trinta e dois centésimos por cento) ao ano, base 360 dias corridos, calculado de forma linear, conforme fórmula abaixo (“Remuneração”), incidentes sobre o Valor Nominal Unitário Atualizado das Debêntures desde a Data de Início da Rentabilidade (inclusive) até a Data de Pagamento da Remuneração (exclusive).","O Valor Nominal Unitário Atualizado das Debêntures ou o saldo do Valor Nominal Unitário Atualizado das Debêntures será amortizado em uma única parcela, qual seja, a Data de Vencimento das Debêntures.",Não,Não,Não
SRE/0629/2025,CVM/SRE/AUT/DEB/PRI/2025/277,Debêntures,"400.000.000,0000","400.000.000,0000",28/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures em série única,"400.000,0000","1.000,0000","400.000.000,0000","CDI + 1,15% a.a.",15/03/2025,15/03/2032,Quirografária,"""brAA+""","CDI + 1,15% a.a.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em 3 (três) parcelas anuais consecutivas, sendo o primeiro pagamento devido em 15 de março de 2030 e o último na Data de Vencimento das Debêntures",Não,Não,Sim
SRE/0852/2025,CVM/SRE/AUT/DEB/PRI/2025/276,Debêntures,"360.000.000,0000","360.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debentures Simples,"360.000,0000","1.000,0000","360.000.000,0000","CDI + 2,70% a.a.",15/03/2025,15/03/2030,Garantia Real,NA,"CDI + 2,70%","Anual, com pagamentos a partir de março / 28",Não,Não,Sim
SRE/0706/2025,CVM/SRE/AUT/DEB/PRI/2025/275,Debêntures,"600.000.000,0000","600.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"600.000,0000","1.000,0000","600.000.000,0000","CDI + 1,25% a.a.",28/03/2025,28/03/2030,Quirografária,AA+,"CDI + 1,25% a.a.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em 2 (duas) parcelas anuais consecutivas, sendo o primeiro pagamento devido em 28 de março de 2029, e o último pagamento devido na Data de Vencimento",Não,Não,Sim
SRE/0648/2025,CVM/SRE/AUT/DEB/PRI/2025/273,Debêntures,"1.800.000.000,0000","1.800.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"434.949,0000","1.000,0000","434.949.000,0000","IPCA + 7,4742% a.a.",15/03/2025,15/03/2037,Quirografária,,"IPCA + 7,4742% a.a.","Anual, ao final do 11o e 12o ano",Sim,Não,Sim
SRE/0648/2025,CVM/SRE/AUT/DEB/PRI/2025/274,Debêntures,"1.800.000.000,0000","1.800.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,"1.365.051,0000","1.000,0000","1.365.051.000,0000","IPCA + 7,5280% a.a.",15/03/2025,15/03/2040,Quirografária,,,"Anual, ao final do 13o, 14o e 15o ano",Sim,Não,Sim
SRE/0805/2025,CVM/SRE/AUT/DEB/PRI/2025/272,Debêntures,"2.900.000.000,0000","2.785.616.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"2.785.616,0000","1.000,0000","2.785.616.000,0000","17,2179%",15/03/2025,15/03/2030,Quirografária,,"Pré 17,2179% a.a.","Customizada, conforme previsto na Escritura de Emissão com início no 48o mês",Sim,Não,Sim
SRE/0592/2025,CVM/SRE/AUT/DEB/PRI/2025/270,Debêntures,"200.000.000,0000","200.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"145.900,0000","1.000,0000","145.900.000,0000",,15/03/2025,15/03/2030,Garantia Real,N/A,"DI+2,10%","Anual, após 3 anos de carência",Não,Não,Sim
SRE/0592/2025,CVM/SRE/AUT/DEB/PRI/2025/271,Debêntures,"200.000.000,0000","200.000.000,0000",27/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,"54.100,0000","1.000,0000","54.100.000,0000",,15/03/2025,15/03/2030,Garantia Real,N/A,"DI + 2,40% a.a.","Anual, a partir do 4º ano",Não,Não,Sim
SRE/0702/2025,CVM/SRE/AUT/DEB/PRI/2025/267,Debêntures,"2.500.000.000,0000","2.500.000.000,0000",26/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª série,"1.500.000,0000","1.000,0000","1.500.000.000,0000","CDI + 0,60% a.a.",27/03/2025,27/01/2029,Quirografária,AAA,"CDI + 0,60% a.a.",Bullet,Não,Não,Sim
SRE/0702/2025,CVM/SRE/AUT/DEB/PRI/2025/268,Debêntures,"2.500.000.000,0000","2.500.000.000,0000",26/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª série,"500.000,0000","1.000,0000","500.000.000,0000","CDI + 0,70% a.a.",27/03/2025,27/03/2030,Quirografária,AAA,"CDI + 0,70% a.a.",Bullet,Não,Não,Sim
SRE/0702/2025,CVM/SRE/AUT/DEB/PRI/2025/269,Debêntures,"2.500.000.000,0000","2.500.000.000,0000",26/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,3ª série,"500.000,0000","1.000,0000","500.000.000,0000","CDI + 1,00% a.a.",27/03/2025,27/03/2032,Quirografária,AAA,"CDI + 1,00% a.a.",Bullet,Não,Não,Sim
SRE/0646/2025,CVM/SRE/AUT/DEB/PRI/2025/265,Debêntures,"60.000.000,0000","60.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures 1ª Série,"30.000,0000","1.000,0000","30.000.000,0000","CDI + 2,5000% a.a.",26/03/2025,26/03/2031,Garantia Real,N/A,"Sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures Institucionais, conforme o caso, incidirão juros remuneratórios correspondentes a 100% da variação acumulada das taxas médias diárias dos Depósitos Interfinanceiros – DI de um dia, over extra-grupo, calculadas e divulgadas diariamente pela B3 S.A. – Brasil, Bolsa, Balcão, no informativo diário disponível em sua página de Internet, expressa na forma percentual ao ano, base 252 Dias Úteis , acrescido exponencialmente de uma sobretaxa (spread) equivalente a 2,50% ao ano, base 252 Dias Úteis.","Em 72 (setenta e duas) parcelas mensais consecutivas, devidas sempre no dia 26 de cada mês, sendo as parcelas devidas em cada uma das respectivas datas de amortização das Debêntures, de acordo com as datas indicadas e os percentuais previstos no Anexo II da Escritura de Emissão.",Não,Não,Sim
SRE/0646/2025,CVM/SRE/AUT/DEB/PRI/2025/266,Debêntures,"60.000.000,0000","60.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures 2ª Série,"30.000,0000","1.000,0000","30.000.000,0000","IPCA + 10,4781% a.a.",26/03/2025,26/03/2035,Garantia Real,N/A,"As Debêntures Incentivadas farão jus a juros remuneratórios incidentes sobre o Valor Nominal Unitário Atualizado, equivalentes a 10,4781% ao ano, informada com 4 (quatro) casas decimais, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculada de forma exponencial e cumulativa pro rata temporis por Dias Úteis a partir da primeira Data de Integralização ou última Data de Pagamento da Remuneração das Debêntures Institucionais.","A partir do 2º (segundo) ano contado da Data de Emissão, ou seja, a partir de 26 de março de 2027, em 17 (dezessete) parcelas semestrais consecutivas pela Emissora, devidas sempre no dia 26 dos meses de março e setembro de cada ano, sendo as parcelas devidas em cada uma das respetivas datas de amortização das Debêntures, de acordo com as datas indicadas e os percentuais previstos no Anexo II da Escritura de Emissão.",Sim,Não,Sim
SRE/0705/2025,CVM/SRE/AUT/DEB/PRI/2025/263,Debêntures,"200.000.000,0000","200.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"100.000,0000","1.000,0000","100.000.000,0000","DI+0,75% a.a.",25/03/2025,25/03/2030,Quirografária,AAA,"DI+0,80% a.a., b252",No vencimento (bullet),Não,Não,Sim
SRE/0705/2025,CVM/SRE/AUT/DEB/PRI/2025/264,Debêntures,"200.000.000,0000","200.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,"100.000,0000","1.000,0000","100.000.000,0000","DI+0,95% a.a.",25/03/2025,25/03/2032,Quirografária,AAA,,Na data de vencimento (bullet),Não,Não,Sim
SRE/0704/2025,CVM/SRE/AUT/DEB/PRI/2025/262,Debêntures,"800.000.000,0000","800.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"800.000,0000","1.000,0000","800.000.000,0000","DI + 0,75% a.a.",25/03/2025,25/03/2030,Quirografária,AAA,"DI + 0,75% a.a., b252",Na data de vencimento (bullet),Não,Não,Sim
SRE/0704/2025,Em andamento,Debêntures,"800.000.000,0000","800.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,,,,,,,,,,,,,
SRE/0552/2025,CVM/SRE/AUT/DEB/PRI/2025/261,Debêntures,"750.000.000,0000","750.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"750.000,0000","1.000,0000","750.000.000,0000","DI + 1,00% a.a.",25/03/2025,25/03/2032,Garantia Real,AA+,"DI + 1,00% a.a., base 252 dias úteis","Amortização Customizada, conforme indicada na cláusula 4.3.1.",Não,Não,Sim
SRE/0722/2025,CVM/SRE/AUT/DEB/PRI/2025/259,Debêntures,"1.400.000.000,0000","1.400.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,1ª Série,"500.000,0000","1.000,0000","500.000.000,0000","IPCA + 7,4118% a.a.",15/03/2025,15/06/2033,Quirografária,AAA,"IPCA + 7,4118% a.a., base 252 dias úteis","O Valor Nominal Unitário Atualizado das Debêntures da Primeira Série será amortizado em 2 (duas) parcelas anuais e consecutivas, sendo o primeiro pagamento devido em 15 de junho de 2032 e o último na Data de Vencimento",Sim,Não,Sim
SRE/0722/2025,CVM/SRE/AUT/DEB/PRI/2025/260,Debêntures,"1.400.000.000,0000","1.400.000.000,0000",25/03/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,2ª Série,"900.000,0000","1.000,0000","900.000.000,0000","IPCA + 7,4118% a.a.",15/03/2025,15/03/2033,Quirografária,AAA,"IPCA + 7,4118% a.a., base 252 dias úteis","o Valor Nominal Unitário Atualizado das Debêntures da Segunda Série será amortizado em 2 (duas) parcelas anuais e consecutivas, a partir do 7º (sétimo) ano a contar da Data de Emissão (inclusive), sendo o primeiro pagamento devido em 15 de março de 2032 e o último na Data de Vencimento",Sim,Não,Sim
SRE/0840/2025,CVM/SRE/AUT/DEB/PRI/2025/258,Debêntures,"410.000.000,0000","0,0000",24/03/2025,OPD Aut Qualificado - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,,,,,,,,,,,,,
SRE/0709/2025,CVM/SRE/AUT/DEB/PRI/2025/257,Debêntures,"50.000.000,0000","50.000.000,0000",24/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,"50.000,0000","1.000,0000","50.000.000,0000",,15/03/2025,15/03/2028,Quirografária,N/A,"DI+0,70% a.a. (base 252)",bullet,Não,Não,Sim
SRE/0710/2025,CVM/SRE/AUT/DEB/PRI/2025/256,Debêntures,"200.000.000,0000","200.000.000,0000",24/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,"200.000,0000","1.000,0000","200.000.000,0000",,15/03/2025,15/03/2028,Quirografária,N/A,"DI+0,70% a.a. (base 252)",bullet,Não,Não,Sim
SRE/0214/2025,CVM/SRE/AUT/DEB/PRI/2025/255,Debêntures,"35.000.000,0000","35.000.000,0000",21/03/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debênture Incentivada,"35.000,0000","1.000,0000","35.000.000,0000","12,3300% (doze inteiros e três mil e trezentos décimos de milésimo por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, sob o regime de capitalização composta, calculados de forma exponencial e cumulativa pro rata temporis",15/02/2025,15/02/2040,Garantia Real,Não há,"12,3300% (doze inteiros e três mil e trezentos décimos de milésimo por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, sob o regime de capitalização composta, calculados de forma exponencial e cumulativa pro rata temporis, desde a Primeira Data de Integralização das Debêntures ou da Data de Pagamento imediatamente anterior (inclusive), conforme o caso, até data do efetivo pagamento (exclusive)","Semestral, ocorrendo o primeiro pagamento em 15 de agosto de 2025 e o último na Data de Vencimento.",Sim,Não,Sim
SRE/0474/2025,CVM/SRE/AUT/DEB/PRI/2025/254,Debêntures,"800.000.000,0000","800.000.000,0000",20/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - série única,"800.000,0000","1.000,0000","800.000.000,0000","8,4668% ao ano, base 252 Dias Úteis, incidentes desde a Data de Início da Rentabilidade, da Data de Incorporação ou da Data de Pagamento da Remuneração imediatamente anterior (inclusive), conforme o caso, até a data do efetivo pagamento (exclusive)",15/03/2025,15/03/2041,Garantia Real,,"Sobre o Valor Nominal Unitário Atualizado das Debêntures incidirão juros remuneratórios correspondentes a 8,4668% (oito inteiros, quatro mil seiscentos e sessenta e oito décimos de milésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, incidentes desde a Data de Início da Rentabilidade, da Data de Incorporação ou da Data de Pagamento da Remuneração imediatamente anterior (inclusive), conforme o caso, até a data do efetivo pagamento (exclusive) (“Remuneração”). O cálculo da Remuneração das Debêntures obedecerá a fórmula prevista na Escritura de Emissão.","Valor Nominal Unitário Atualizado das Debêntures será amortizado em 26 (vinte e seis) parcelas semestrais e consecutivas, sendo que a primeira parcela será devida em 15 de setembro de 2028, e as demais parcelas serão devidas em cada uma das respectivas datas de amortização das Debêntures, de acordo com as datas indicadas na 2ª (segunda) coluna da tabela abaixo (cada uma, uma “Data de Amortização”), conforme percentuais previstos na 3ª (terceira) coluna da tabela disponível na Cláusula 4.13.1 da Escritura de Debêntures",Sim,Não,Sim
SRE/0479/2025,CVM/SRE/AUT/DEB/PRI/2025/252,Debêntures,"3.200.000.000,0000","3.200.000.000,0000",20/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 1ª série,"1.700.000,0000","1.000,0000","1.700.000.000,0000","CDI + 2,30% a.a.",18/03/2025,18/03/2030,Quirografária,AA+,"CDI + 2,30% a.a.","Anual, no 4° e 5° ano",Não,Não,Sim
SRE/0479/2025,CVM/SRE/AUT/DEB/PRI/2025/253,Debêntures,"3.200.000.000,0000","3.200.000.000,0000",20/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 2ª série,"1.500.000,0000","1.000,0000","1.500.000.000,0000","CDI + 2,70% a.a.",18/03/2025,18/03/2030,Quirografária,AA+,"CDI + 2,70% a.a.",Bullet,Não,Não,Sim
SRE/0692/2025,CVM/SRE/AUT/DEB/PRI/2025/251,Debêntures,"1.500.000.000,0000","1.500.000.000,0000",20/03/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,Debêntures,"1.500.000,0000","1.000,0000","1.500.000.000,0000","DI + 0,72% ao ano",15/03/2025,15/03/2030,Quirografária,,"cdi + 0,72% ao ano","anualmente, a partir do 3º (terceiro) ano (inclusive), contado da Data de Emissão",Não,Não,Sim
SRE/0694/2025,CVM/SRE/AUT/DEB/PRI/2025/250,Debêntures,"720.000.000,0000","684.984.000,0000",19/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"684.984,0000","1.000,0000","684.984.000,0000",,13/03/2025,20/03/2030,Quirografária,,"Sobre o Valor Nominal Unitário ou sobre o saldo do Valor Nominal Unitário, conforme aplicável, incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia, “over extra grupo”, expressa na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3, acrescida exponencialmente de spread (sobretaxa) de 2,45% (dois inteiros e quarenta e cinco centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em 3 (três) parcelas semestrais e consecutivas, nos meses de março e setembro de cada ano, sendo a primeira parcela devida em 20 de março de 2029, a segunda parcela devida em 20 de setembro de 2029 e, a última, na Data de Vencimento.",Não,Não,Sim
SRE/0647/2025,CVM/SRE/AUT/DEB/PRI/2025/249,Debêntures,"120.000.000,0000","120.000.000,0000",18/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Emissão - Série Única,"120.000,0000","1.000,0000","120.000.000,0000","8,2427% a.a.",15/02/2025,15/03/2035,Garantia Real,n.a.,"8,2427%","Anual, ao final do 8º, 9º e 10º anos, conforme cláusula 4.3.1 da Escritura de Emissão",Sim,Não,Sim
SRE/0457/2025,CVM/SRE/AUT/DEB/PRI/2025/246,Debêntures,"680.000.000,0000","680.000.000,0000",18/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série 1,"215.000,0000","1.000,0000","215.000.000,0000","DI+1,15% a.a. conforme Cláusula 4.2.2.1",15/02/2025,15/03/2030,Quirografária,"A ser obtida por Fitch, Moody's ou S&P","DI+1,15% a.a. conforme Cláusula 4.2.2.1",No vencimento (bullet),Não,Não,Sim
SRE/0457/2025,CVM/SRE/AUT/DEB/PRI/2025/247,Debêntures,"680.000.000,0000","680.000.000,0000",18/03/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série 2,"435.000,0000","1.000,0000","435.000.000,0000","DI+1,25% a.a. conforme Cláusula 4.2.2.1",15/02/2025,15/03/2031,Quirografária,"A ser obtido Fitch, Moody's ou S&P","DI+1,25% a.a. conforme Cláusula 4.2.2.1",No vencimento (bullet),Não,Não,Sim
